aco_id,aco_name,aco_service_area,agreement_period_num,initial_start_date,current_start_date,re-entering_aco,basic_track,basic_track_level,enhanced_track,high_revenue_aco,low_revenue_aco,adv_pay,aim,aip,snf_3-day_rule_waiver,prospective_assignment,retrospective_assignment,aco_address,aco_public_reporting_website,aco_exec_name,aco_exec_email,aco_exec_phone,aco_public_name,aco_public_email,aco_public_phone,aco_compliance_contact_name,aco_medical_director_name,lat,long
A2120,"Live Oak Care","AL, FL, GA",3,01/01/2014,01/01/2020,0,1,E,0,1,0,0,0,0,0,0,1,"2866 Johnson Ferry Road, Suite 200, Marietta, GA, 30062",http://www.liveoakcare.com/public-reporting.html,"Pamela Miller",pmiller@impactmed.com,"(770) 518-4406","Debbie Goodman",dgoodman@impactmed.com,"(770) 518-4371 x220","Debbie Goodman","James Greene",34.0169499,-84.4284882
A2189,"Loudoun Medical Group ACO LLC","VA, WV",3,01/01/2014,01/01/2020,0,1,B,0,0,1,0,0,0,0,0,1,"224D Cornwall St NW, Ste 403, Leesburg, VA, 20176",https://www.lmgdoctors.com/about/lmg-aco/,"Mary Beth Tamasy",mtamasy@lmgdoctors.com,"(703) 737-6006","Clara Nussbaum",cnussbaum@lmgdoctors.com,"(703) 737-6001 x6003","Clara Nussbaum","anthony crowley",39.1194305,-77.5690078
A3466,"Louisiana Primary Care Accountable Care Organization, LLC",LA,3,01/01/2017,01/01/2022,0,0,N/A,1,0,1,0,0,0,0,0,1,"503 Colonial Drive, Baton Rouge, LA, 70806",https://lpca.net/programs-services/lpcaco/,"Gerrelda Davis",gdavis@lpca.net,"(225) 927-7662","Nakeisha Cleveland",ncleveland@lpca.net,"(225) 927-7662","Harry Thompson","Gary Wiltz",30.4468152,-91.0982207
A2973,"LTC ACO","IN, MA, NH, OH, TX, VA, WV",2,01/01/2016,07/01/2019,0,0,N/A,1,0,1,0,0,0,0,0,1,"101 East State Street, Kennett Square, PA, 19348",https://assets-global.website-files.com/5e8dec7612b7000ddc194d26/657a107091f1ea2ef7c6aee6_A2973%20-%20LTC%20ACO%20Public%20Reporting%20Page%201-1-2024.pdf,"Jason Feuerman",jason.feuerman@genesishcc.com,"(443) 465-8088","Jason Feuerman",jason.feuerman@genesishcc.com,"(443) 465-8088","Kristen Krzyzewski","Laura Slack",39.8470775,-75.7116167
A3235,MACIPA,MA,2,01/01/2017,01/01/2020,0,1,E,0,0,1,0,0,0,1,1,0,"1380 Soldiers Field Rd, Brighton, MA, 02135",https://www.macipa.com/macipa-aco/,"Barbara Spivak",bspivak@macipa.com,"(617) 259-2102","Katherine Franklin",kfranklin@macipa.com,"(617) 259-2115","Katherine Franklin","A. Margaret Sandin",42.3625529,-71.1430877
A5439,"Main Street Rural Health Cottonwood ACO LLC","AR, IN, MI, NM, OH, TN, TX",1,01/01/2024,01/01/2024,0,1,A,0,0,1,0,0,1,0,0,1,"926 Main St, Nashville, TN, 37206",https://mainstreetruralhealth.com/mssp-public-reporting/,"Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Elizabeth Star","Sarah Chouinard",36.1766068,-86.7549643
A5421,"Main Street Rural Health Dogwood ACO LLC","IN, KY, TX, WV",1,01/01/2024,01/01/2024,0,1,A,0,1,0,0,0,0,0,0,1,"926 Main St, Nashville, TN, 37206",https://mainstreetruralhealth.com/mssp-public-reporting/,"Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Elizabeth Star","Sarah Chouinard",36.1766068,-86.7549643
A5438,"Main Street Rural Health Hawthorn ACO LLC","IL, IA, KY, MO, NY, OH, WV",1,01/01/2024,01/01/2024,0,1,A,0,0,1,0,0,1,0,0,1,"926 Main St, Nashville, TN, 37206",https://mainstreetruralhealth.com/mssp-public-reporting/,"Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Elizabeth Star","Sarah Chouinard",36.1766068,-86.7549643
A5334,"Main Street Rural Health Hickory ACO LLC","AR, OK, TX",1,01/01/2024,01/01/2024,0,1,A,0,0,1,0,0,1,0,0,1,"926 Main St, Nashville, TN, 37206",https://mainstreetruralhealth.com/mssp-public-reporting/,"Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Elizabeth Star","Sarah Chouinard",36.1766068,-86.7549643
A5399,"Main Street Rural Health Juniper ACO LLC","AL, AR, IA, KY, MO, NY, OH, OK, TN, TX, VA, WV",1,01/01/2024,01/01/2024,0,1,A,0,0,1,0,0,1,0,0,1,"926 Main St, Nashville, TN, 37206",https://mainstreetruralhealth.com/mssp-public-reporting/,"Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Elizabeth Star","Sarah Chouinard",36.1766068,-86.7549643
A5400,"Main Street Rural Health Magnolia ACO LLC","AL, AR, IN, KY, LA, MO, OH, TN, TX",1,01/01/2024,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,0,1,"926 Main St, Nashville, TN, 37206",https://mainstreetruralhealth.com/mssp-public-reporting/,"Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Elizabeth Star","Sarah Chouinard",36.1766068,-86.7549643
A5401,"Main Street Rural Health Maple ACO LLC","AR, KY, MO, MT, TN, TX",1,01/01/2024,01/01/2024,0,1,A,0,0,1,0,0,1,0,0,1,"926 Main St, Nashville, TN, 37206",https://mainstreetruralhealth.com/mssp-public-reporting/,"Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Elizabeth Star","Sarah Chouinard",36.1766068,-86.7549643
A5402,"Main Street Rural Health Poplar ACO LLC","AL, AR, IL, MO, TN",1,01/01/2024,01/01/2024,0,1,A,0,0,1,0,0,1,0,0,1,"926 Main St, Nashville, TN, 37206",https://mainstreetruralhealth.com/mssp-public-reporting/,"Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Elizabeth Star","Sarah Chouinard",36.1766068,-86.7549643
A5403,"Main Street Rural Health Sycamore ACO LLC","IA, MO, MT",1,01/01/2024,01/01/2024,0,1,A,0,1,0,0,0,0,0,0,1,"926 Main St, Nashville, TN, 37206",https://mainstreetruralhealth.com/mssp-public-reporting/,"Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Elizabeth Star","Sarah Chouinard",36.1766068,-86.7549643
A5404,"Main Street Rural Health Willow ACO LLC","IL, MT, NY, SC, TN, TX, WV",1,01/01/2024,01/01/2024,0,1,A,0,0,1,0,0,1,0,0,1,"926 Main St, Nashville, TN, 37206",https://mainstreetruralhealth.com/mssp-public-reporting/,"Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Bennett Graham",bgraham@mainstreetruralhealth.com,"(615) 498-4043","Elizabeth Star","Sarah Chouinard",36.1766068,-86.7549643
A1290,"MaineHealth Accountable Care Organization","ME, NH",3,07/01/2012,07/01/2019,0,1,B,0,1,0,0,0,0,0,0,1,"110 Free Street, Portland, ME, 04101",https://assets.mainehealth.io/s3fs-public/2023-11/Public%20Reporting%202023.pdf,"Shannon Banks",shannon.banks@mainehealth.org,"(207) 482-7050","Paul Santomenna",PSantomenn@mainehealth.org,N/A,"Emily Levi","Kendra Emery",43.6546751,-70.2608434
A4976,"Mary Washington Health Alliance, LLC",VA,3,01/01/2022,01/01/2024,1,0,N/A,1,1,0,0,0,0,1,1,0,"2300 Fall Hill Ave, Suite 308a, Fredericksburg, VA, 22401",https://www.mwmd-aco.com/,"Travis Turner",travis.turner@mwhc.com,"(540) 741-2248 x2248","Eric Fletcher",eric.fletcher@mwhc.com,"(540) 741-0660 x0660","Lauren Blalock","Richard Lewis",38.312242,-77.4724379
A4641,"Mass General Brigham ACO, LLC","MA, NH",2,07/01/2019,01/01/2024,0,0,N/A,1,1,0,0,0,0,1,1,0,"800 Boylston St., Ste 1150, Boston, MA, 02199",https://www.massgeneralbrigham.org/patient-information/medicare-masshealth-acos#mass-general-brigham-medicare-aco-medicare-shared-savings-program,"","","","Alana Barrett",ABARRETT15@PARTNERS.ORG,"(978) 846-4534","Robert Damiano","Lindsay Jubelt",42.3471679,-71.0825119
A4617,"Mayo Clinic Community ACO, LLC","MN, WI",2,07/01/2019,01/01/2023,0,0,N/A,1,1,0,0,0,0,1,1,0,"200 1st Street SW, Rochester, MN, 55905",https://www.mayoclinic.org/patient-care-and-health-information/aco,"Mark Matthias",mmatthias@mayo.edu,"(507) 269-7430","Theresa Lewis",Lewis.Theresa1@mayo.edu,"(507) 284-0717","Amy Hunt Tjornhom","Robert Stroebel",44.0226729,-92.4667508
A4588,"McAuley Health Partners ACO, LLC",MI,3,07/01/2019,07/01/2019,1,0,N/A,1,1,0,0,0,0,1,0,1,"24 Frank Lloyd Wright Dr, Lobby J2000, Ann Arbor, MI, 48105",http://mcauleyhealthpartners.org/public-reporting/,"Leah Corneail",leah_corneail@ihacares.com,"(202) 754-7112","Amy Middleton",Amy_Middleton@ihacares.com,"(734) 327-0877","Julie Droski","Christina Harsant",42.317817,-83.682682
A3317,"McLaren High Performance Network, LLC",MI,2,01/01/2017,01/01/2020,0,1,E,0,1,0,0,0,0,0,0,1,"2701 Cambridge Court Suite 200, Auburn Hills, MI, 48326",https://www.mclaren.org/aco/savings-program-aco,"Gary Wentzloff",gary.wentzloff@mclaren.org,"(248) 484-4928","Kim Hamm",Kim.Hamm@McLaren.org,"(248) 484-4930","Dawn Smith","Michael Ziccardi",42.6690309,-83.2374684
A3677,"McLeod Healthcare Network, LLC","NC, SC",2,01/01/2018,01/01/2022,0,1,E,0,1,0,0,0,0,1,0,1,"555 East Cheves Street, Florence, SC, 29506",McLeodHealthcareNetwork.org,"Michelle Dore",mdore@mcleodhealth.org,"(843) 777-7040","Lisa Ard",lisa.ard@mcleodhealth.org,"(843) 777-7042","Thomas Richardson","Clarence Alexander",34.197025,-79.7592502
A1557,"MCM ACCOUNTABLE CARE ORGANIZATION, LLC",FL,3,01/01/2013,07/01/2019,0,0,N/A,1,0,1,0,0,0,0,0,1,"PO BOX 4189, DEERFIELD BEACH, FL, 33442",www.mcmaco.org/public-reporting/,"Mazin Shikara",mshikara@mcmhealthcare.com,"(561) 406-6080","Raul Puente",rpuente@mcmhealthcare.com,"(561) 406-6080","Earl Bagan","Wael Jamaleddine",26.3042864,-80.1540226
A4856,"MD MSSP Enhanced","DE, DC, MD",2,01/01/2020,01/01/2022,1,0,N/A,1,0,1,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/md-mssp,"Tyler Blanchard",tyler@aledade.com,"(202) 803-7979","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","RAJIV Dua",38.9836694,-77.0916103
A2141,"MD Value Care",VA,3,01/01/2014,01/01/2020,0,1,E,0,0,1,0,0,0,0,0,1,"8001 Franklin Farms Drive, Suite 130, Richmond, VA, 23229",http://mdvaluecare.com/public-reporting/,"Shannon Lodge",admin@mdvaluecare.com,"(804) 306-3478","Shannon Lodge",admin@mdvaluecare.com,"(804) 306-3478","Shannon Lodge","Ken Zelenak",37.6008875,-77.5456397
A5388,"Medical Home Network Health Alliance II, LLC","CA, IL, IN, NY",1,01/01/2024,01/01/2024,0,1,A,0,0,1,0,0,1,0,0,1,"180 N Stetson Suite 600-1, CHICAGO, IL, 60601",https://medicalhomenetwork.org/mssp-public-reporting,"Cheryl Lulias",clulias@mhnchicago.org,"(773) 968-1389","Melanie Tan",mtan@mhnchicago.org,"(312) 858-0572","Camille Trunkett","Henish Bhansali",41.8856055,-87.6229063
A5395,"Medical Partners Management Group ACO","FL, GA, SC, TX",1,01/01/2024,01/01/2024,0,0,N/A,1,0,1,0,0,0,1,0,1,"1732 South Congress Avenue, Suite 346, Palm Springs, FL, 33461",https://pcc-med.com/,"Jordan Hall",jhall@sentrymedllc.com,"(909) 653-6351","Jordan Hall",jhall@sentrymedllc.com,"(909) 653-6351","Jordan Hall","Julie Nganele",26.639287,-80.0872555
A5335,"Memorial Health Partners ACO LLC","GA, SC",1,01/01/2024,01/01/2024,0,1,A,0,0,1,0,0,1,0,0,1,"401 Mall Blvd., Suite 201-B, Savannah, GA, 31406",https://memorialhealthpartnersga.com/aco/,"John Clark",john.clark4@hcahealthcare.com,"(843) 693-4820","Whitney English",whitney.english@hcahealthcare.com,"(912) 350-7801","John Clark","Jules Toraya",32.001316,-81.1122886
A1175,"Memorial Hermann Accountable Care Organization",TX,3,07/01/2012,07/01/2019,0,1,E,0,1,0,0,0,0,1,1,0,"929 Gessner, Suite 2700, Houston, TX, 77024",http://www.memorialhermann.org/patients-caregivers/aco-public-reporting-information/,"James McCarthy",james.mccarthy@memorialhermann.org,"(713) 242-2444","Victoria Ashworth",victoria.ashworth@memorialhermann.org,"(713) 338-6435","Robert McStay","Tiffany Albritton",29.7827767,-95.545502
A2616,"Mercy Health ACO, LLC","AR, MO, OK",3,01/01/2015,01/01/2022,0,0,N/A,1,1,0,0,0,0,0,0,1,"14528 South Outer Forty, Suite 100, Chesterfield, MO, 63017",https://www.mercy.net/open-pages/mercy-health-aco-public-reporting,"James Rogers",James.Rogers@Mercy.net,"(417) 820-6215","Bonnie Aye",bonnie.aye2@mercy.net,"(314) 364-3556","Anton Krawat","Jesse Campbell",38.6438909,-90.5203063
A2097,"Mercy Health Corporation","IL, WI",4,01/01/2014,01/01/2024,0,0,N/A,1,1,0,0,0,0,1,0,1,"1000 Mineral Point Avenue, P.O. Box 5003, Janesville, WI, 53547",https://res.cloudinary.com/dpmykpsih/image/upload/mercyhealth-site-398/media/e5ff6a22e79b40eeb0bafedf7618944d/py2023-public-reporting.pdf,"Javon Bea",jbea@mhemail.org,"(608) 756-6080","Ladd Udy",ludy@mhemail.org,"(608) 756-6186","Ladd Udy","Mark Goelzer",42.6878014,-89.0334048
A1215,"Mercy Health Select, LLC","KY, MD, OH, PA, VA",3,07/01/2012,07/01/2019,0,0,N/A,1,1,0,0,0,0,1,1,0,"1701 Mercy Health Place, Cincinnati, OH, 45237",https://www.mercy.com/global/about-us/accountable-care-organization,"Stephanie Savicki",ssavicki0@mercy.com,"(859) 240-4654","Stephanie Savicki",ssavicki0@mercy.com,"(859) 240-4654","Matthew Potter","Bernadette DeGuzman",39.1690705,-84.4646004
A4649,"Mercycare Accountable Care Organization, LLC",IA,3,07/01/2019,01/01/2022,1,0,N/A,1,1,0,0,0,0,1,1,0,"701 10th Street SE, Cedar Rapids, IA, 52403",www.mercycare.org/accountablecare/publicreporting/,"Timothy Quinn",tquinn@mercycare.org,"(319) 390-8145","Steve Drake",sdrake@mercycare.org,"(319) 398-6550","Ann Peraud Cooke","Tony Myers",41.9790824,-91.6570171
A3380,"MercyOne ACO III","IL, IA, WI",2,01/01/2017,01/01/2020,0,0,N/A,1,1,0,0,0,0,1,1,0,"1449 NW 128th Street, Suite 110, Box 3, Clive, IA, 50325",https://www.mercyone.org/assets/documents/aco/092523/2023.09-a3380-mercy-health-network-aco-llc-public-reporting.pdf,"Lillian Dittrick",lillian.dittrick@trinity-health.org,"(515) 480-7620",N/A,N/A,N/A,"Sangeeta Sutradhar","Timothy McCoy",41.6032709,-93.7921713
A3908,"MercyOne ACO IV","IL, IA, NE, SD",2,01/01/2018,01/01/2020,0,1,B,0,1,0,0,0,0,0,1,0,"1449 NW 128th Street, Suite 110, Box 3, Clive, IA, 50325",https://www.mercyone.org/assets/documents/aco/092523/2023.09-a3908-mhn-aco-llc-public-reporting-page.pdf,"Lillian Dittrick",lillian.dittrick@trinity-health.org,"(515) 480-7620","Sangeeta Sutradhar",sangeeta.sutradhar@mercyoneiowa.org,"(515) 321-3843","Sangeeta Sutradhar","Timothy McCoy",41.6032709,-93.7921713
A1196,"Methodist Alliance for Patients and Physicians",TX,3,07/01/2012,07/01/2019,0,0,N/A,1,1,0,0,0,0,0,1,0,"1441 N. Beckley, Dallas, TX, 75203",https://www.methodisthealthsystem.org/patients-visitors/map2-aco/,"Shannon Huggins",shannonhuggins@mhd.com,"(214) 947-4527","Shannon Huggins",shannonhuggins@mhd.com,"(214) 947-4527","Shannon Huggins","Brian Jones",32.7596673,-96.8253224
A3319,"Mid-Atlantic Collaborative Care, LLC","DC, MD, VA",3,01/01/2017,01/01/2024,0,0,N/A,1,0,1,0,0,0,1,0,1,"8725 Henderson Road, REN 1, Tampa, FL, 33634",https://www.midatlanticaco.com/content/dam/centene/aco/pdfs/midatlanticaco/A3319RequiredACOInformationforPublicReporting.pdf,"Shawn Bassett",Shawn.Bassett@wellcare.com,"(914) 715-5526","Chris Price",Chris.Price@wellcare.com,"(813) 206-1910","Kristin Buettner","ROJI MENON",28.0316824,-82.5486719
A2035,"Midwest Health Coalition ACO","IA, NE",3,01/01/2014,01/01/2020,0,1,B,0,0,1,0,0,0,0,0,1,"139 S 144th Street, #540412, Omaha, NE, 68154",www.MidwestHealthCoalitionACO.com,"Stephen Williams",swilliams@midwestippa.com,"(402) 881-0231 x5","Kristen Allison",kristen@midwestippa.com,"(402) 881-0231","Amelia Santos-Dias","Stephen Williams",41.260214,-96.1379531
A2645,"Mission Health Care Network, LLC","GA, TN",3,01/01/2015,01/01/2022,0,1,B,0,1,0,0,0,0,0,1,0,"2525 de Sales Avenue, Chattanooga, TN, 37404",http://www.missionhealthcarenetwork.org/aco,"John Redding",john.redding@commonspirit.org,"(423) 495-4810","James Whitlock",james.whitlock@commonspirit.org,"(423) 495-2568","David Walsh","Jeffrey Jump",35.0423459,-85.2593921
A4650,"Mission Health Coordinated Care",NJ,1,07/01/2019,07/01/2019,0,1,E,0,0,1,0,0,0,0,0,1,"703 Main Street, Paterson, NJ, 07503",https://missionhealthcc.org/wp-content/uploads/Public_Reporting_Information.pdf,"Michael Alwell",alwellm@sjhmc.org,"(973) 754-2136","Michael Alwell",alwellm@sjhmc.org,"(973) 754-2136","Lori Calderone","Joseph Duffy",40.9027352,-74.1653923
A2591,"Mission Health Partners, LLC",NC,3,01/01/2015,01/01/2022,0,1,B,0,1,0,0,0,0,0,0,1,"50 Schenck Parkway, Asheville, NC, 28803",https://missionhealthpartners.org/medicare-shared-savings-program/,"Amanda Gerlach",amanda.gerlach@hcahealthcare.com,"(828) 213-5384","Karen Roby",karen.roby@hcahealthcare.com,"(828) 242-1616","Heather Smith","",35.4876598,-82.5562229
A5340,"Missouri Health Center ACO LLC",MO,1,01/01/2024,01/01/2024,0,1,A,0,0,1,0,0,1,0,0,1,"3325 Emerald Ln, STE B, Jefferson City, MO, 65109",https://www.mo-pca.org/publicreporting,"Joe Pierle",jpierle@mo-pca.org,"(573) 636-4222","Joe Pierle",jpierle@mo-pca.org,"(573) 636-4222","","Tracy Godfrey",38.5700219,-92.2453884
A4998,"MO MSSP 2022",MO,2,01/01/2022,01/01/2024,0,0,N/A,1,1,0,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/mo-mssp-2022,"Karen Duncan",kduncan@aledade.com,"(573) 239-7680","Travis Broome",travis@aledade.com,"(202) 803-7979","Amy Youtz","Dawn Fairley",38.9836694,-77.0916103
A5202,"Montana Health Plus","MT, WY",1,01/01/2023,01/01/2023,0,1,A,0,0,1,0,0,0,0,1,0,"1805 Euclid Avenue, Helena, MT, 59601",https://mthealthplus.org/aco-medicare/,"Leslie Southworth",lsouthworth@mtpca.org,"(406) 594-3863","Breann Streck",bstreck@mtpca.org,"(406) 860-5597","Leslie Southworth","Shawna Yates",46.6046773,-112.0624221
A5033,"Mosaic ACO",MI,2,01/01/2022,01/01/2022,1,0,N/A,1,1,0,0,0,0,1,0,1,"One Ford Place, Suite 2E, Detroit, MI, 48202",https://www.henryford.com/mosaic-aco,"Bruce Muma",bmuma1@hfhs.org,"(586) 764-7050","Cynthia Lambert",clamber4@hfhs.org,"(313) 378-2242","Aaron Sohaski","Bruce Muma",42.3635633,-83.0750856
A3327,"Mount Sinai Care",NY,3,01/01/2017,01/01/2024,0,0,N/A,1,0,1,0,0,0,0,1,0,"One Gustave L Levy Place, Box 1475, New York, NY, 10029",https://www.mountsinai.org/about/aco/mount-sinai-care,"Arshad Rahim",arshad.rahim@mountsinai.org,"(203) 676-2456","Arshad Rahim",arshad.rahim@mountsinai.org,"(203) 676-2456","Vivian Dillon","Arshad Rahim",40.7888848,-73.9540435
A5181,"MountainStar Care Partners ACO","ID, UT",1,01/01/2023,01/01/2023,1,1,E,0,0,1,0,0,0,1,1,0,"60 E South Temple, 1900, Salt Lake City, UT, 84111",https://mountainstar.com/about/mountainstar-carepartners-aco.dot,"Kelley Frazier",kelley.frazier@mountainstarhealth.com,"(801) 568-5982","Kelley Frazier",kelley.frazier@mountainstarhealth.com,"(801) 568-5982","Russell Heiniger","Boyd Southwick",40.7689309,-111.8888575
A4744,"MS MSSP CHC Enhanced",MS,4,01/01/2020,01/01/2022,1,0,N/A,1,0,1,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/mississippi-chcams-2020-aco,"Evelyn Cayson",ecayson@aledade.com,"(662) 769-6154","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","Kevin Koehler",38.9836694,-77.0916103
A3047,"MS MSSP Enhanced","LA, MS, TN",2,01/01/2016,07/01/2019,0,0,N/A,1,0,1,0,1,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/ms-mssp,"Evelyn Cayson",ecayson@aledade.com,"(202) 803-7979","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","Susan Chiarito",38.9836694,-77.0916103
A3631,"MultiCare Connected Care, LLC","ID, WA",2,01/01/2018,01/01/2022,0,0,N/A,1,1,0,0,0,0,1,1,0,"PO Box 5299, MS: 820-5-ACO, 820 A Street - 5th Floor, Tacoma, WA, 98415",https://www.multicareconnectedcare.com/about-us/aco-public-reporting/,"Melanie Matthews",melaniem@pswipa.com,"(360) 584-6944","Shelby Harbison",shelby.harbison@multicare.org,"(509) 995-2509","Sara Aukerman","Michael Bota",47.255883,-122.4379426
A3566,"Myriad Health Alliance","AL, MS",3,01/01/2018,01/01/2024,0,1,E,0,1,0,0,0,0,1,1,0,"116 Woodgreen Crossing, Madison, MS, 39110",https://www.mhanet.org/Online/Resources/New_Myriad_ACO_Public_Reporting_Template.aspx,"Kim Hoover",khoover@mhanet.org,"(601) 368-3220","Kim Hoover",khoover@mhanet.org,"(601) 368-3220","Walter Coleman","william morgan",32.4733191,-90.1367381
A4671,"National MSSP 2019","AR, DE, DC, FL, MD, MI, MO, NJ, NM, NC, TN, TX, VA, WA",2,07/01/2019,07/01/2019,1,1,E,0,0,1,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/pennsylvania-img-2019-a-aco,"Jonathan Moreno",jmoreno@aledade.com,"(210) 380-6744","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","Ellaheh Ebrahim",38.9836694,-77.0916103
A3630,"National MSSP 2022","FL, KY, LA, MI, MO, NY, NC, PA, SC",2,01/01/2018,01/01/2022,0,1,E,0,0,1,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethseda, MD, 20814",https://aledade.com/opportunity-aco/,"Alexander Mullineaux",amullineaux@aledade.com,"(202) 803-7979","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","Umar Bowers",38.9836694,-77.0916103
A5358,"National MSSP 2024 Basic E","AZ, FL, IN, IA, LA, MI, MO, NH, PA, VT",1,01/01/2024,01/01/2024,0,1,E,0,1,0,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethseda, MD, 20814",https://www.aledade.com/national-mssp-2024-basic-e,"Jonathan Moreno",jmoreno@aledade.com,"(202) 803-7979","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","Asim Ali",38.9836694,-77.0916103
A4548,"NC MSSP Legacy Enhanced",NC,2,07/01/2019,01/01/2022,0,0,N/A,1,0,1,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/north-carolina-2019-a-aco,"Alexander Mullineaux",amullineaux@aledade.com,"(202) 803-7979","Travis Broome",travis@aledade.com,"(202) 742-5897","Amy Youtz","Alan Story",38.9836694,-77.0916103
A5002,"NC TN MSSP CHC","NC, TN",3,01/01/2022,01/01/2024,1,0,N/A,1,0,1,0,0,0,0,0,1,"4550 Montgomery Ave, Suite 950N, Bethesda, MD, 20814",https://www.aledade.com/nc-tn-mssp-community-health-center,"Alexander Mullineaux",amullineaux@aledade.com,"(202) 803-7979","Travis Broome",travis@aledade.com,"(202) 803-7979","Amy Youtz","Ruslan Garcia",38.9836694,-77.0916103
A3797,"NCH ACO, LLC",FL,2,01/01/2018,01/01/2022,0,1,B,0,0,1,0,0,0,0,0,1,"350 7th Street North, Naples, FL, 34102",http://www.nchmd.org/aco,"Noble Arrington",noble.arrington@nchmd.org,"(239) 624-4005","Eileen Connolly-McDermott",Eileen.Connolly-McDermott@nchmd.org,"(239) 624-0442","Kelly Daly","Bryan Murphey",26.1497488,-81.7988075
A3273,"Nebraska Health Network, LLC","IA, NE",3,01/01/2017,01/01/2024,0,0,N/A,1,0,1,0,0,0,1,1,0,"9140 West Dodge Road, Suite 400, Omaha, NE, 68114",www.nebraskahealthnetwork.com/medicare,"Lee Handke",lhandke@nebraskahealthnetwork.com,"(402) 552-2299","J Lindsay Cosimano",lcosimano@nebraskahealthnetwork.com,"(402) 552-2507","James Johnson","Michael Romano",41.2640871,-96.054943
A3272,"Netrin Primary Care ACO, LLC","DC, MD, VA",2,01/01/2017,01/01/2020,0,1,B,0,0,1,0,0,0,0,1,0,"9893 Georgetown Pike, Suite 510, Great Falls, VA, 22066",https://www.netrinhealth.com/wp-content/uploads/2023/10/2022-Netrin-Primary-Care-ACO-Public-Reporting-10-18-2023-1.pdf,"Arumani Manisundaram",arumani@netrinhealth.com,"(708) 205-8250","Suneksha Kc",suneksha.kc@netrinhealth.com,"(571) 489-7711","Arumani Manisundaram","Seth Eaton",38.9974206,-77.2876947
A2571,"NewYork Quality Care","NJ, NY",4,01/01/2015,01/01/2024,0,1,A,0,1,0,0,0,0,0,0,1,"525 East 68th St, Box 334, New York, NY, 10065",https://www.newyorkqualitycare.com/public-info.html,"Paul Casale",pnc9003@nyp.org,"(646) 962-2306","Jessica Han",jeh9112@nyp.org,"(646) 697-9993","Eneze Annan","Paul Casale",40.7643076,-73.9542869
A4613,"NH-Cares ACO LLC","ME, MA, NH",3,07/01/2019,07/01/2019,1,1,B,0,0,1,0,0,0,0,0,1,"7 Holland Way, Exeter, NH, 03833",https://www.corephysicians.org/getmedia/4aea7baa-de09-4252-bbfc-2870961fad48/ACO-Public-Reporting-Template_NH-Cares-PY2022_final_Jan21.pdf.aspx,"Darren Guy",darguy@ehr.org,"(603) 580-6461","Erin Moore",emoore@ehr.org,"(603) 580-7952","Erin Moore","Michael Schaffer",42.9804503,-70.92036
